Temperature,Humidity,Pressure,hour,Radiation
58,51,30.43,0,368.35
58,46,30.43,0,362.84
59,48,30.43,0,423.9
58,59,30.43,0,457.69
58,52,30.43,0,511.38
58,52,30.43,0,566.83
58,49,30.43,0,187.96
59,58,30.43,0,310.59
59,46,30.43,0,230.26
60,46,30.43,0,623.31
60,48,30.43,0,312.1
60,44,30.43,0,803.72
60,47,30.42,0,671.97
60,51,30.42,0,670.32
60,48,30.42,0,679.73
60,54,30.43,0,687.62
61,53,30.42,0,697.66
61,44,30.42,0,716.27
61,50,30.43,0,744.43
61,53,30.42,0,612.34
61,50,30.42,0,760.9
61,57,30.42,0,773.71
61,59,30.42,0,790.08
61,59,30.42,0,804.28
61,53,30.42,0,818.82
62,51,30.42,0,855.63
62,58,30.42,0,875.16
62,54,30.42,0,867.9
62,58,30.43,0,872.67
62,50,30.43,0,890.52
62,53,30.43,0,911.06
62,49,30.43,0,925.16
62,47,30.43,0,933.15
62,53,30.43,0,942.73
62,50,30.43,0,955.74
62,54,30.43,0,959.47
62,57,30.43,0,970.22
62,54,30.43,0,974.87
62,53,30.44,0,985.22
62,50,30.43,0,992.19
62,56,30.44,0,997.26
62,54,30.44,0,1004.6
63,54,30.44,0,1007.96
63,54,30.44,0,1013.59
62,51,30.44,0,1020.55
62,45,30.44,0,1025.63
63,46,30.45,0,1029.41
63,43,30.45,0,1034.46
63,43,30.45,0,1033.54
63,40,30.45,0,1039.06
63,39,30.45,0,1039.67
64,41,30.46,0,1037.76
64,41,30.45,0,1039.52
63,41,30.45,0,1040.14
63,42,30.46,0,1039.22
63,41,30.46,0,1035.99
63,39,30.46,0,1033.49
63,41,30.46,0,1029.15
63,41,30.46,0,1025.51
63,41,30.46,0,1023.78
63,37,30.47,0,1017.57
63,34,30.47,0,1013.93
63,34,30.47,0,1009.36
63,33,30.47,0,1002.89
63,31,30.47,0,999.19
62,36,30.47,0,987.02
63,40,30.47,0,981.66
63,35,30.47,0,973.79
63,37,30.47,0,964.46
62,40,30.47,0,957.02
62,44,30.47,0,946.32
62,45,30.47,0,933.08
62,43,30.47,0,926.79
62,42,30.47,0,915.84
62,42,30.47,0,901.65
61,46,30.47,0,899.53
62,49,30.47,0,878.76
61,44,30.47,0,867.98
62,41,30.47,0,855.89
61,42,30.47,0,841.52
62,38,30.47,0,830.19
62,39,30.47,0,815.1
62,41,30.47,0,799.29
61,41,30.47,0,785.6
61,45,30.47,0,768.39
61,44,30.47,0,754.06
61,43,30.47,0,738.75
61,44,30.46,0,722.23
61,44,30.46,0,706.41
61,45,30.46,0,686.3
60,49,30.46,0,669.11
61,47,30.46,0,652.51
61,41,30.46,0,634.99
61,31,30.46,0,617.87
61,34,30.46,0,597.41
61,31,30.46,0,578.24
60,35,30.46,0,559.23
60,37,30.46,0,538.41
60,41,30.46,0,519.16
60,40,30.45,0,499.21
60,40,30.45,0,478.48
59,40,30.45,0,458.27
59,45,30.45,0,438.05
60,30,30.44,0,416.28
59,31,30.44,0,395.14
58,34,30.44,0,373.7
57,34,30.43,0,352.56
54,38,30.43,0,305.78
52,42,30.43,0,278.29
51,44,30.43,0,251.51
50,46,30.43,0,222.48
49,47,30.43,0,164.44
48,48,30.43,0,21.36
48,50,30.42,0,20.0
48,51,30.42,0,19.24
47,53,30.42,0,18.33
47,54,30.42,0,17.31
47,55,30.42,0,16.09
47,56,30.42,0,14.73
47,57,30.42,0,12.53
47,57,30.42,0,9.86
47,58,30.41,0,7.7
47,61,30.41,0,6.17
47,62,30.41,0,4.32
47,62,30.41,0,2.34
47,61,30.41,0,1.47
47,60,30.41,0,1.21
47,59,30.41,0,1.23
46,58,30.41,0,1.24
46,59,30.4,0,1.23
46,58,30.4,0,1.21
46,58,30.4,0,1.21
45,56,30.4,0,1.22
45,56,30.4,0,1.22
45,55,30.4,0,1.2
45,55,30.4,0,1.2
46,55,30.4,0,1.16
46,53,30.4,0,1.15
46,51,30.4,0,1.18
46,50,30.4,0,1.18
46,50,30.4,0,1.18
46,49,30.4,0,1.19
46,49,30.39,0,1.18
46,48,30.39,0,1.2
46,47,30.39,0,1.17
46,47,30.39,0,1.17
46,45,30.39,0,1.18
46,45,30.39,0,1.21
46,45,30.39,0,1.17
46,45,30.39,0,1.18
46,47,30.39,0,1.19
46,47,30.39,0,1.18
46,48,30.39,0,1.2
46,50,30.39,0,1.22
46,52,30.39,0,1.21
46,55,30.38,0,1.22
46,56,30.38,0,1.21
47,57,30.38,0,1.18
47,58,30.39,0,1.24
47,58,30.38,0,1.22
47,58,30.39,0,1.24
47,58,30.38,0,1.26
47,58,30.38,0,1.18
47,58,30.39,0,1.24
47,59,30.39,0,1.19
47,59,30.39,0,1.2
47,60,30.39,0,1.24
47,60,30.39,0,1.23
47,60,30.39,0,1.25
47,62,30.39,0,1.23
47,64,30.39,0,1.2
47,64,30.39,0,1.24
47,66,30.39,0,1.24
47,65,30.4,0,1.23
47,68,30.4,0,1.2
48,70,30.4,0,1.21
48,69,30.4,0,1.22
48,71,30.4,0,1.25
48,73,30.4,0,1.18
48,76,30.4,0,1.22
48,76,30.4,0,1.21
48,77,30.4,0,1.25
48,77,30.41,0,1.23
48,77,30.41,0,1.23
48,78,30.41,0,1.22
48,78,30.41,0,1.23
48,78,30.41,0,1.23
48,78,30.41,0,1.19
48,78,30.41,0,1.22
48,78,30.41,0,1.22
49,78,30.41,0,1.22
49,77,30.41,0,1.22
49,78,30.41,0,1.22
49,77,30.42,0,1.23
50,75,30.42,0,1.21
50,75,30.42,0,1.22
49,75,30.42,0,1.21
50,75,30.42,0,1.24
50,74,30.42,0,1.23
50,74,30.42,0,1.22
50,74,30.42,0,1.21
50,73,30.42,0,1.24
50,74,30.42,0,1.23
50,75,30.42,0,1.23
50,75,30.43,0,1.24
50,77,30.43,0,1.19
50,79,30.43,0,1.22
50,79,30.43,0,1.22
50,81,30.43,0,1.23
51,82,30.43,0,1.2
51,84,30.43,0,1.22
51,86,30.43,0,1.2
50,88,30.43,0,1.23
50,89,30.43,0,1.22
50,89,30.43,0,1.23
51,87,30.43,0,1.23
51,85,30.44,0,1.22
51,77,30.43,0,1.23
51,75,30.43,0,1.21
51,75,30.43,0,1.21
51,73,30.43,0,1.2
51,71,30.43,0,1.2
51,71,30.43,0,1.21
51,68,30.43,0,1.22
51,66,30.43,0,1.21
51,67,30.43,0,1.24
51,69,30.43,0,1.2
51,72,30.43,0,1.22
51,67,30.44,0,1.21
51,67,30.43,0,1.25
51,68,30.43,0,1.25
51,70,30.43,0,1.23
51,75,30.43,0,1.23
51,73,30.43,0,1.23
52,68,30.43,0,1.18
52,67,30.43,0,1.24
52,67,30.43,0,1.23
52,65,30.43,0,1.2
52,65,30.42,0,1.23
52,66,30.42,0,1.23
52,65,30.42,0,1.23
52,66,30.42,0,1.23
52,67,30.41,0,1.21
52,66,30.41,0,1.24
53,69,30.41,0,1.22
53,68,30.41,0,1.22
53,69,30.41,0,1.23
53,70,30.41,0,1.21
53,73,30.41,0,1.27
53,70,30.41,0,1.24
53,71,30.4,0,1.2
53,71,30.4,0,1.24
53,72,30.4,0,1.2
52,77,30.4,0,1.25
52,82,30.39,0,1.25
52,88,30.39,0,1.2
52,93,30.39,0,1.24
53,93,30.39,0,1.2
53,91,30.39,0,1.25
52,93,30.39,0,1.23
52,94,30.39,0,1.24
52,94,30.39,0,1.23
53,94,30.39,0,1.27
53,93,30.39,0,1.43
53,92,30.39,0,2.59
54,91,30.39,0,4.5
55,89,30.39,0,6.36
55,86,30.38,0,9.83
56,81,30.38,0,13.81
56,82,30.38,0,24.13
56,83,30.38,0,32.14
56,82,30.38,0,44.93
57,82,30.38,0,61.0
57,82,30.38,0,82.38
58,81,30.38,0,104.74
58,75,30.38,0,128.94
58,75,30.38,0,154.49
57,75,30.38,0,181.97
58,74,30.38,0,210.59
58,79,30.38,0,238.19
58,80,30.38,0,273.59
58,80,30.38,0,297.07
58,76,30.38,0,314.43
58,77,30.38,0,341.61
59,78,30.38,0,406.32
59,73,30.38,0,378.69
59,75,30.37,0,398.82
59,76,30.37,0,417.96
59,75,30.37,0,444.47
59,71,30.37,0,462.34
59,72,30.37,0,479.26
60,68,30.37,0,502.5
60,71,30.37,0,521.83
61,60,30.38,0,539.84
61,63,30.38,0,563.11
61,65,30.37,0,580.41
61,60,30.37,0,601.63
61,62,30.37,0,618.37
61,63,30.37,0,639.19
61,62,30.37,0,657.19
61,60,30.37,0,675.59
61,68,30.37,0,691.73
61,60,30.37,0,725.71
62,63,30.37,0,738.91
62,64,30.37,0,755.95
62,60,30.38,0,768.89
62,62,30.37,0,780.58
62,56,30.37,0,798.77
62,57,30.38,0,812.82
62,59,30.38,0,825.33
62,60,30.38,0,842.62
63,60,30.38,0,851.79
63,59,30.38,0,869.31
62,58,30.38,0,882.14
63,60,30.38,0,893.68
63,59,30.38,0,904.81
63,57,30.39,0,914.27
63,61,30.38,0,925.33
62,59,30.39,0,934.09
63,57,30.39,0,943.28
63,59,30.39,0,951.22
63,56,30.39,0,962.51
64,58,30.39,0,969.73
64,54,30.39,0,979.64
63,55,30.39,0,987.88
64,55,30.39,0,995.36
63,55,30.39,0,1000.69
63,53,30.39,0,1007.72
63,56,30.4,0,1009.68
63,55,30.4,0,1012.96
64,55,30.39,0,1014.42
64,53,30.4,0,1018.59
64,53,30.4,0,1021.35
64,52,30.4,0,1025.7
63,49,30.4,0,1026.5
63,51,30.4,0,1029.3
63,56,30.4,0,1026.44
63,53,30.4,0,1025.65
63,56,30.4,0,1027.27
64,53,30.4,0,1021.34
64,51,30.4,0,1021.43
64,52,30.41,0,1017.75
64,52,30.41,0,1017.9
64,51,30.41,0,1013.63
64,51,30.41,0,1008.62
64,50,30.41,0,1003.03
64,51,30.41,0,999.55
64,51,30.42,0,990.23
64,50,30.42,0,983.03
64,51,30.42,0,979.47
64,52,30.42,0,971.99
64,53,30.42,0,963.55
64,53,30.42,0,954.68
63,52,30.42,0,945.02
64,51,30.42,0,937.88
64,50,30.42,0,927.39
64,52,30.42,0,917.65
64,50,30.42,0,907.2
63,51,30.42,0,898.15
63,52,30.42,0,883.59
62,53,30.42,0,871.54
62,52,30.42,0,860.3
63,52,30.42,0,844.12
62,52,30.42,0,831.86
62,54,30.42,0,818.22
62,54,30.43,0,805.71
62,54,30.43,0,792.03
62,54,30.42,0,776.64
62,54,30.43,0,761.38
62,54,30.42,0,744.78
62,53,30.42,0,730.74
62,54,30.42,0,713.44
62,52,30.42,0,694.68
62,54,30.42,0,679.66
61,55,30.42,0,662.26
61,55,30.42,0,642.27
61,56,30.42,0,623.85
61,56,30.42,0,605.51
61,57,30.42,0,587.31
60,57,30.42,0,567.0
60,58,30.42,0,547.21
60,59,30.41,0,525.23
60,60,30.41,0,506.22
60,61,30.41,0,484.69
59,63,30.41,0,465.71
59,62,30.41,0,446.9
59,64,30.41,0,426.1
58,66,30.41,0,404.77
58,68,30.41,0,384.0
57,70,30.4,0,362.68
56,74,30.4,0,340.39
54,78,30.4,0,319.65
53,80,30.4,0,295.67
52,82,30.4,0,269.87
51,83,30.4,0,242.36
50,85,30.39,0,214.39
49,86,30.39,0,160.24
48,86,30.39,0,23.47
48,87,30.39,0,21.98
47,87,30.39,0,20.93
47,87,30.39,0,19.82
47,87,30.39,0,18.65
46,87,30.38,0,17.21
46,87,30.38,0,15.65
46,87,30.38,0,13.91
46,87,30.38,0,11.87
46,86,30.38,0,9.69
46,86,30.38,0,7.27
46,86,30.38,0,5.17
46,85,30.38,0,3.05
46,85,30.38,0,1.69
46,84,30.38,0,1.2
46,84,30.38,0,1.22
46,84,30.38,0,1.21
46,84,30.37,0,1.2
46,84,30.38,0,1.21
46,84,30.37,0,1.24
46,84,30.37,0,1.2
46,85,30.37,0,1.2
46,85,30.37,0,1.22
46,85,30.37,0,1.23
46,84,30.37,0,1.22
46,84,30.37,0,1.2
46,84,30.37,0,1.23
46,84,30.37,0,1.23
46,84,30.37,0,1.21
46,84,30.37,0,1.21
46,84,30.37,0,1.22
46,84,30.37,0,1.21
46,84,30.37,0,1.21
46,84,30.37,0,1.2
46,84,30.37,0,1.23
47,84,30.37,0,1.22
47,84,30.37,0,1.23
47,84,30.37,0,1.21
46,84,30.37,0,1.23
46,84,30.37,0,1.22
46,84,30.37,0,1.22
47,84,30.37,0,1.18
47,84,30.37,0,1.2
47,84,30.37,0,1.22
47,84,30.37,0,1.2
47,85,30.37,0,1.27
47,85,30.37,0,1.24
47,85,30.37,0,1.27
47,85,30.37,0,1.26
47,85,30.37,0,1.28
48,84,30.37,0,1.24
48,84,30.37,0,1.29
48,84,30.37,0,1.28
48,85,30.38,0,1.25
48,85,30.38,0,1.26
48,85,30.38,0,1.26
48,85,30.38,0,1.27
48,86,30.38,0,1.32
47,86,30.38,0,1.27
48,87,30.38,0,1.27
48,86,30.38,0,1.28
48,86,30.38,0,1.3
48,87,30.38,0,1.27
48,87,30.38,0,1.24
48,87,30.38,0,1.31
48,88,30.38,0,1.26
48,88,30.39,0,1.23
48,88,30.39,0,1.27
48,89,30.39,0,1.31
48,89,30.39,0,1.26
48,89,30.39,0,1.26
48,89,30.39,0,1.27
48,89,30.39,0,1.26
48,89,30.39,0,1.24
49,89,30.39,0,1.26
49,89,30.4,0,1.25
49,89,30.4,0,1.24
49,89,30.4,0,1.27
49,89,30.4,0,1.27
49,89,30.4,0,1.26
49,89,30.4,0,1.23
49,89,30.4,0,1.22
49,89,30.4,0,1.23
49,90,30.4,0,1.23
49,90,30.4,0,1.23
49,90,30.4,0,1.23
49,89,30.41,0,1.22
50,89,30.41,0,1.23
50,89,30.41,0,1.22
50,89,30.41,0,1.27
50,88,30.41,0,1.3
50,88,30.41,0,1.28
50,88,30.41,0,1.24
50,88,30.41,0,1.29
50,89,30.41,0,1.23
50,89,30.41,0,1.25
50,89,30.41,0,1.28
50,90,30.41,0,1.26
50,91,30.41,0,1.26
50,91,30.41,0,1.27
50,92,30.41,0,1.28
50,92,30.41,0,1.26
50,91,30.41,0,1.28
50,92,30.41,0,1.28
50,91,30.41,0,1.26
50,91,30.41,0,1.24
50,91,30.41,0,1.28
51,92,30.41,0,1.25
51,93,30.41,0,1.3
51,93,30.41,0,1.26
50,94,30.41,0,1.26
50,94,30.41,0,1.24
50,95,30.41,0,1.28
50,95,30.41,0,1.29
50,95,30.41,0,1.28
50,94,30.41,0,1.25
50,94,30.41,0,1.26
51,94,30.41,0,1.27
51,95,30.41,0,1.27
51,95,30.41,0,1.28
51,95,30.41,0,1.27
51,95,30.41,0,1.28
51,95,30.41,0,1.27
51,95,30.41,0,1.27
51,95,30.41,0,1.27
51,94,30.4,0,1.27
51,94,30.4,0,1.27
52,93,30.4,0,1.28
52,94,30.4,0,1.29
52,96,30.4,0,1.29
52,97,30.4,0,1.29
52,96,30.4,0,1.25
52,96,30.4,0,1.27
52,96,30.4,0,1.3
52,96,30.39,0,1.28
52,96,30.39,0,1.26
52,95,30.39,0,1.3
52,95,30.39,0,1.27
52,95,30.39,0,1.25
53,95,30.39,0,1.3
53,95,30.39,0,1.29
53,94,30.39,0,1.26
53,94,30.38,0,1.29
53,94,30.38,0,1.23
54,94,30.38,0,1.27
54,94,30.38,0,1.3
54,95,30.38,0,1.29
55,94,30.38,0,1.55
55,93,30.38,0,2.78
55,93,30.38,0,4.63
55,93,30.38,0,6.47
56,92,30.38,0,8.45
56,89,30.38,0,10.57
56,87,30.38,0,13.11
56,87,30.38,0,16.06
56,87,30.37,0,19.95
57,87,30.37,0,28.71
57,86,30.37,0,41.55
57,83,30.37,0,43.42
57,85,30.37,0,55.97
57,87,30.37,0,57.17
57,88,30.37,0,66.65
57,88,30.37,0,78.91
57,88,30.37,0,73.09
57,88,30.37,0,327.03
57,88,30.37,0,199.98
57,88,30.36,0,117.33
57,87,30.36,0,109.73
58,87,30.36,0,93.9
58,87,30.36,0,147.89
57,87,30.36,0,179.72
58,87,30.36,0,151.32
58,86,30.36,0,136.84
58,86,30.36,0,137.98
58,85,30.36,0,175.03
58,85,30.36,0,117.54
59,85,30.36,0,143.54
60,82,30.36,0,205.58
59,79,30.36,0,256.17
59,80,30.36,0,516.02
59,82,30.36,0,212.47
59,82,30.36,0,427.36
59,83,30.36,0,379.81
59,83,30.37,0,223.31
59,83,30.37,0,223.77
59,83,30.36,0,266.97
59,81,30.37,0,229.12
60,81,30.37,0,258.49
61,79,30.37,0,264.75
61,80,30.37,0,932.34
60,83,30.37,0,989.25
60,82,30.36,0,642.65
61,81,30.37,0,507.41
61,78,30.36,0,268.03
61,77,30.36,0,751.04
61,77,30.36,0,375.39
60,77,30.36,0,200.48
60,74,30.37,0,284.26
60,75,30.37,0,622.42
60,77,30.37,0,1021.37
60,77,30.37,0,330.28
59,78,30.37,0,325.24
59,81,30.37,0,311.73
59,81,30.37,0,306.01
59,83,30.37,0,293.37
59,79,30.37,0,227.36
59,81,30.37,0,136.09
59,82,30.37,0,161.71
60,82,30.37,0,170.98
60,83,30.38,0,189.56
60,79,30.38,0,243.04
60,82,30.38,0,479.91
60,81,30.38,0,355.71
60,79,30.39,0,262.32
60,82,30.39,0,267.67
60,80,30.39,0,331.66
60,81,30.39,0,263.4
61,79,30.39,0,281.78
61,78,30.39,0,251.31
61,77,30.39,0,251.39
61,76,30.39,0,349.41
62,73,30.4,0,457.0
64,71,30.4,0,417.61
63,70,30.4,0,1065.45
64,71,30.4,0,915.28
63,71,30.4,0,698.48
63,70,30.4,0,718.25
63,71,30.4,0,900.41
63,69,30.4,0,840.65
63,69,30.4,0,1387.17
62,70,30.4,0,1153.38
62,66,30.4,0,1148.24
63,67,30.4,0,669.1
63,71,30.4,0,1136.31
63,68,30.41,0,1298.4
62,71,30.41,0,1148.18
62,70,30.41,0,1146.34
62,66,30.41,0,1011.93
62,67,30.41,0,559.83
61,71,30.41,0,1041.63
60,71,30.41,0,1009.13
60,70,30.41,0,940.05
60,69,30.41,0,920.85
60,71,30.41,0,905.51
59,70,30.41,0,894.08
60,69,30.41,0,875.37
60,70,30.41,0,860.83
60,71,30.41,0,846.5
59,71,30.41,0,832.09
59,70,30.41,0,818.39
59,74,30.41,0,804.03
59,76,30.41,0,789.78
59,78,30.41,0,775.25
59,78,30.4,0,762.13
60,78,30.4,0,746.41
60,73,30.4,0,729.94
59,72,30.4,0,714.11
59,76,30.4,0,695.98
58,79,30.4,0,679.58
58,79,30.4,0,661.91
58,79,30.4,0,644.63
58,78,30.4,0,626.64
58,78,30.4,0,608.33
58,81,30.4,0,589.97
59,76,30.4,0,570.94
59,67,30.39,0,551.96
59,65,30.39,0,532.48
58,67,30.39,0,512.72
57,72,30.39,0,492.85
57,74,30.39,0,472.36
56,79,30.39,0,451.12
55,81,30.38,0,430.18
54,83,30.38,0,409.64
52,88,30.38,0,388.16
50,93,30.38,0,366.43
49,97,30.38,0,345.42
49,97,30.38,0,323.83
48,97,30.38,0,299.86
48,97,30.38,0,198.71
48,95,30.38,0,210.01
48,94,30.38,0,122.09
48,87,30.38,0,170.68
47,85,30.37,0,22.43
47,83,30.37,0,20.86
47,83,30.37,0,19.88
47,82,30.37,0,18.99
47,82,30.37,0,17.95
47,82,30.37,0,16.75
46,83,30.37,0,15.42
46,85,30.37,0,13.96
46,83,30.37,0,11.64
46,81,30.37,0,9.72
46,80,30.37,0,7.26
46,79,30.37,0,5.86
46,79,30.37,0,2.98
46,78,30.37,0,1.62
46,79,30.37,0,1.23
46,78,30.37,0,1.21
46,78,30.37,0,1.2
47,81,30.37,0,1.24
47,83,30.37,0,1.21
47,83,30.37,0,1.21
47,84,30.37,0,1.26
47,82,30.37,0,1.18
48,80,30.36,0,1.23
48,79,30.36,0,1.24
48,80,30.36,0,1.19
48,82,30.36,0,1.24
48,88,30.36,0,1.23
48,90,30.36,0,1.21
48,92,30.36,0,1.24
48,92,30.36,0,1.24
48,91,30.36,0,1.21
47,90,30.36,0,1.22
47,87,30.36,0,1.18
47,79,30.36,0,1.24
47,74,30.36,0,1.22
47,73,30.36,0,1.22
46,74,30.36,0,1.22
46,75,30.36,0,1.21
46,75,30.36,0,1.23
47,74,30.36,0,1.22
47,73,30.36,0,1.23
46,72,30.36,0,1.22
46,74,30.36,0,1.22
46,73,30.36,0,1.2
46,74,30.36,0,1.2
46,74,30.36,0,1.23
46,75,30.36,0,1.22
46,75,30.37,0,1.22
46,72,30.37,0,1.24
46,72,30.36,0,1.23
46,74,30.37,0,1.21
46,73,30.37,0,1.23
47,73,30.37,0,1.21
47,74,30.37,0,1.24
48,74,30.37,0,1.17
48,72,30.37,0,1.22
48,75,30.37,0,1.19
48,81,30.37,0,1.22
48,84,30.37,0,1.24
48,84,30.37,0,1.25
48,84,30.37,0,1.21
48,83,30.37,0,1.23
48,83,30.37,0,1.22
47,83,30.38,0,1.21
47,83,30.38,0,1.24
47,82,30.38,0,1.23
48,83,30.38,0,1.19
47,82,30.38,0,1.2
47,81,30.38,0,1.22
47,80,30.38,0,1.26
47,76,30.39,0,1.23
47,75,30.39,0,1.21
46,77,30.39,0,1.21
46,78,30.4,0,1.23
46,79,30.4,0,1.22
46,79,30.4,0,1.23
46,78,30.4,0,1.21
46,79,30.4,0,1.22
46,79,30.4,0,1.21
46,79,30.4,0,1.19
46,78,30.41,0,1.2
46,77,30.41,0,1.23
46,74,30.41,0,1.19
47,69,30.41,0,1.24
47,67,30.41,0,1.21
47,67,30.41,0,1.21
47,69,30.41,0,1.23
47,69,30.41,0,1.18
47,71,30.41,0,1.23
47,70,30.41,0,1.19
47,66,30.41,0,1.24
47,64,30.42,0,1.22
47,64,30.42,0,1.24
48,64,30.42,0,1.2
48,62,30.42,0,1.21
48,62,30.42,0,1.19
48,61,30.42,0,1.23
48,60,30.43,0,1.24
48,60,30.43,0,1.25
48,60,30.43,0,1.22
47,62,30.42,0,1.24
47,64,30.43,0,1.26
47,68,30.43,0,1.26
48,67,30.43,0,1.21
48,66,30.43,0,1.25
48,63,30.43,0,1.24
48,59,30.43,0,1.21
49,57,30.43,0,1.23
49,56,30.43,0,1.21
49,56,30.43,0,1.2
48,55,30.43,0,1.19
48,56,30.43,0,1.23
48,57,30.43,0,1.23
48,56,30.43,0,1.21
48,57,30.43,0,1.21
49,57,30.43,0,1.24
49,56,30.43,0,1.24
49,56,30.43,0,1.24
49,56,30.43,0,1.21
49,56,30.43,0,1.2
49,57,30.42,0,1.24
49,57,30.42,0,1.19
49,58,30.42,0,1.23
49,58,30.42,0,1.24
49,61,30.42,0,1.2
49,63,30.42,0,1.18
49,65,30.42,0,1.22
49,66,30.42,0,1.24
49,66,30.42,0,1.24
49,66,30.42,0,1.22
49,67,30.42,0,1.24
49,67,30.41,0,1.21
49,68,30.41,0,1.21
49,68,30.41,0,1.2
49,68,30.41,0,1.21
49,69,30.41,0,1.21
49,68,30.41,0,1.23
49,70,30.41,0,1.21
49,69,30.41,0,1.22
49,68,30.4,0,1.21
49,69,30.4,0,1.23
50,68,30.4,0,1.23
50,69,30.4,0,1.22
50,70,30.4,0,1.22
50,73,30.39,0,1.22
50,75,30.39,0,1.22
50,78,30.39,0,1.78
50,80,30.39,0,3.25
50,81,30.39,0,5.31
51,84,30.39,0,7.65
52,84,30.39,0,10.51
52,86,30.39,0,19.49
53,87,30.39,0,24.43
53,86,30.39,0,34.23
53,84,30.39,0,50.53
53,86,30.39,0,69.38
53,87,30.39,0,112.88
53,86,30.39,0,191.21
54,86,30.38,0,158.22
54,85,30.39,0,267.71
55,84,30.38,0,225.93
55,83,30.38,0,309.28
55,82,30.39,0,306.22
56,83,30.38,0,296.86
56,82,30.39,0,202.95
56,77,30.38,0,325.99
57,74,30.39,0,347.04
57,73,30.39,0,368.73
57,69,30.39,0,390.71
57,74,30.39,0,411.99
57,75,30.39,0,432.21
57,76,30.39,0,452.75
57,77,30.39,0,472.99
58,72,30.39,0,495.46
58,71,30.39,0,536.83
58,72,30.39,0,554.43
58,75,30.39,0,525.69
58,76,30.39,0,609.48
58,76,30.39,0,613.63
58,70,30.39,0,634.57
58,74,30.39,0,652.9
58,78,30.38,0,671.97
58,79,30.39,0,693.57
58,78,30.39,0,702.59
58,79,30.39,0,787.8
58,79,30.38,0,860.9
59,79,30.39,0,762.08
58,77,30.39,0,781.51
59,80,30.39,0,444.61
59,76,30.39,0,821.37
59,75,30.39,0,842.99
59,74,30.38,0,948.23
59,73,30.39,0,888.36
59,72,30.39,0,864.97
59,76,30.39,0,880.19
59,73,30.39,0,1067.04
59,72,30.39,0,968.2
59,72,30.39,0,1024.14
59,72,30.4,0,1048.97
59,73,30.4,0,620.78
59,72,30.4,0,961.91
59,72,30.4,0,955.07
60,68,30.4,0,967.77
59,66,30.4,0,975.64
59,67,30.41,0,980.12
60,68,30.41,0,987.8
60,68,30.4,0,995.35
60,70,30.4,0,1000.47
60,69,30.41,0,1008.65
60,69,30.41,0,1013.84
60,68,30.41,0,1017.12
60,69,30.41,0,1026.57
60,66,30.41,0,1033.68
60,63,30.41,0,1030.61
60,61,30.42,0,1035.75
60,62,30.42,0,1041.97
60,66,30.42,0,1040.64
59,65,30.45,0,959.96
59,66,30.45,0,950.81
58,66,30.45,0,941.06
58,72,30.45,0,930.18
59,70,30.45,0,918.87
59,69,30.45,0,908.03
59,60,30.45,0,898.27
